114326000000000,EXATEC Guadalajara,Community,0.000640000
209428000000000,CeDIAM Aguascalientes,Local Business,0.000338000
155023000000000,"Mercadotecnia y Comunicación, ITESM Aguascalientes",Education,0.000329000
179919000000,IMT Campus Aguascalientes,Education,0.000319000
182797000000,ARQ Campus Aguascalientes,Education,0.000338000
122295000000,IDeSS - ITESM Campus Aguascalientes,Non-Profit Organization,0.000183000
212475000000,LAF Campus Aguascalientes,Education,0.000343000
181791000000,LEM Campus Aguascalientes,Education,0.000338000
193890000000,LIN Campus Aguascalientes,Education,0.000338000
180933000000,Ingeniería en Innovación e Industria ITESM Aguascalientes,Education,0.000336000
215497000000,LDI Campus Aguascalientes,Education,0.000340000
179614000000,"Innovación y Dirección de Negocios, ITESM Aguascalientes",Education,0.000350000
183592000000,ITIC Campus Aguascalientes,Education,0.000339000
1494110000000000,Gabana Marketing Group,Consulting/Business Service,0.000152000
38086600355,Prepa Tec Campus San Luis Potosí,Organization,0.000331000
125696000000,Programas Internacionales - Tecnológico de Monterrey Campus San Luis Potosí,Education,0.000391000
154602000000000,Incubadora de Empresas CHS,Consulting/Business Service,0.000104000
438478000000000,Bootcamp-Hackatón Sana-Itesm Cuidado de los adultos mayores,Community,0.000104000
246407000000000,Alfonso Pompa Padilla,Public Figure,0.000150000
80303969429,Tecnológico de Monterrey Campus Puebla,University,0.001474882
1606630000000000,Escuela de Ciencias Sociales y Humanidades Tec CSF,University,0.000109000
193755000000,Empresa Socialmente Responsable,Non-Profit Organization,0.000104000
449882000000,Sorteos Tec,Non-Profit Organization,0.000847000
428019000000000,Prepa TEC Cuernavaca,University,0.000268000
438399000000000,Tecnológico de Monterrey Sede Ciudad del Carmen,University,0.000112000
291982000000000,Tecnológico de Monterrey Campus Sonora Norte,University,0.000452000
135299000000,Tecnológico de Monterrey Campus Saltillo,University,0.000474000
201129000000000,"Tecnológico de Monterrey, Campus Puebla",School,0.000107000
110768000000000,"Tecnológico de Monterrey, Campus Laguna",University,0.000944000
342345000000,DAE campus Chiapas,Organization,0.000104000
357631000000000,Believe CHS,Cause,0.000104000
153488000000000,Tecnologico de Monterrey,Local Business,0.000104000
105614000000000,"Monterrey Institute of Technology and Higher Education, Morelia",University,0.000109000
126546000000000,Tecnológico de Monterrey Campus Estado de México,University,0.002017865
182419000000000,Tecnológico de Monterrey Campus Tampico,Education,0.000668000
205880000000000,Tecnológico De Monterrey Campus Cuernavaca,University,0.001923916
159411000000,"Tecnológico de Monterrey, Campus Hidalgo",Education,0.000639000
763906000000000,Gurú de Viaje,Travel/Leisure,0.000144000
776124000000000,Zona Ei Toluca,Consulting/Business Service,0.000195000
772597000000000,SALIN Campus Toluca,Community,0.000118000
1042300000000000,Borregas Toluca Basketball,School Sports Team,0.000149000
715560000000000,Ale Borregos Ale,Sports Venue & Stadium,0.000220000
113006000000000,Centro de Investigación en Mecatrónica Automotriz,Industrials,0.000139000
456449000000000,Sociedad de Alumnos de Ingeniería Industrial Campus Toluca (SAIIS/BIE),Education,0.000146000
1573820000000000,Programas Internacionales Campus Toluca,University,0.000180000
246956000000000,IMEF Universitario ITESM Campus Toluca,Non-Profit Organization,0.000118000
1514450000000000,Cvc Campus Toluca,University,0.000185000
741777000000000,Prepa Tec Multicultural Metepec,Education,0.000118000
1533950000000000,Ceddie Campus Toluca,University,0.000132000
515877000000000,Radioteca,Radio Station,0.000192000
398658000000000,LDI Itesm Toluca,University,0.000205000
1426780000000000,Mesa Directiva LCMD 2014,Community,0.000118000
478747000000000,"Prevención, Asesoría y Salud",Organization,0.000118000
110640000000000,EGADE Business School,Education,0.002194710
425425000000000,INCmty,Non-Profit Organization,0.001823890
1404150000000000,DistritoTec,Non-Profit Organization,0.002334537
457935000000000,EXATEC,Community,0.001942499
483860000000000,Borregos Toluca Baja Racing,Sports Team,0.000118000
144173000000000,Esfera LAD,University,0.000137000
552810000000000,FEITESM Toluca,Organization,0.000172000
152323000000000,Borregos Toluca Football,School Sports Team,0.000191000
325807000000000,Servicio Social Tecnológico de Monterrey en Toluca,Education,0.000130000
285309000000000,TECBOT,Organization,0.000202000
590404000000000,"SALDI ""Acción Diseño""",Education,0.000128000
322982000000,Somos Industriales Tec de Mty - Toluca,Education Website,0.000194000
281202000000000,LCPF Toluca,School,0.000133000
140366000000000,EXATEC TOLUCA,Community,0.000215000
175457000000000,Hospital San José TecSalud,Hospital/Clinic,0.001189141
638458000000000,LEM Campus Toluca,Community,0.000133000
141372000000000,Ven Al Tec Toluca,Education,0.000156000
647532000000000,Educación para el Desarrollo,Education,0.000123000
126457000000000,"Mujeres, Profesiones y Empresas Tec de Monterrey",Product/Service,0.000230000
864427000000000,Congreso de Investigación Tec,Education,0.000160000
848488000000000,PrepaTec Campus Ciudad Juárez,Education,0.000115000
159159000000000,Tecnológico de Monterrey Campus Ciudad Juárez,Education,0.000416000
182223000000000,Fimpes,Non-Profit Organization,0.000135000
203874000000000,ANUIES de la RM,Education,0.000205000
452423000000000,Foro Internacional de Formación Corporativa,Education,0.000106000
150199000000000,TEDxZapopan,Community,0.000453000
200527000000000,ITESM Queretaro Arquitectura,University,0.000302000
334124000000,"Centro de Apoyo al Desarrollo (CAD) ITESM, Campus Querétaro",Education,0.000509000
128538000000,Aceleradora de Empresas Tec de Monterrey Qro,Company,0.000362000
103187000000000,Relación con Padres Tec Querétaro,Organization,0.000446000
464494000000000,Prepa Tec Celaya,School,0.000397000
454069000000000,Servicios académicos Tec de Monterrey Campus Querétaro,Education,0.000356000
314118000000000,Ven al Tec Campus Qro,University,0.000624000
150459000000000,Prepa Tec Campus Querétaro,Education,0.000543000
210704000000000,Observatorio de Innovación Educativa,Education,0.000151000
281979000000000,Escuela de Medicina - Tec de Monterrey CCM,University,0.000179000
476782000000000,Biblioteca ITESM Campus León,Education,0.000107000
176650000000000,Tecnológico de Monterrey Sede Oaxaca,University,0.000242000
357472000000000,Tec de Monterrey CCV,Education,0.000237000
266237000000000,Tecnológico de Monterrey Sede Campeche,University,0.000139000
424655000000000,México Participa,Community,0.000140000
135904000000000,Edgar Montalvo Escamilla,Public Figure,0.000479000
47427598263,Singularity University,Education,0.000132000
237032000000000,"Talento y Cultura TEC, Campus Guadalajara",Organization,0.000106000
603688000000000,Congreso Académico TEC21,Community,0.000109000
638802000000000,Consejos para papás,Community,0.000106000
150441000000000,Consejo de Comunidades Estudiantiles - CCE,Non-Profit Organization,0.000522000
641286000000000,Expreso Tec,Community Organization,0.000167000
291379000000000,Consejo Cívico,Non-Governmental Organization (NGO),0.000358000
439542000000000,Movimiento TEC,Community,0.000290000
955171000000000,Vecinos Colonia Tecnológico,Community,0.000167000
182742000000000,Consejo Estudiantil de Filantropía - CEF,Non-Profit Organization,0.000470000
450276000000000,INNOVaction GYM,Education,0.000299000
1492300000000000,El Cemefi,Community,0.000320000
6191007822,LinkedIn,Website,0.000254000
374809000000,Yale University,University,0.002487007
174750000000000,Prepa Tec Puebla,School,0.000625000
371120000000,Programas Internacionales  Campus Monterrey,Education,0.000654000
309849000000000,Escuela de Medicina del Tecnológico de Monterrey,School,0.001002226
263392000000000,eBooks Tec,Education,0.000544000
164815000000000,@Red - emprendedores,Community,0.000753000
198686000000,Catedra Andres Marcelo Sada,University,0.000485000
105090000000000,Tec de Monterrey Campus Zacatecas,University,0.000676000
577812000000000,Borregos Cem,Education,0.000689000
121719000000000,Ing. en Mecatrónica (Tec CVA),University,0.000448000
277235000000000,Salvador Coutiño A,Public Figure,0.000392000
307764000000000,Premio CEMEX-TEC,Organization,0.000226000
255646000000000,Sostenibilidad Global,Organization,0.000234000
366794000000,Cumbre Global de Negocios Verdes,Organization,0.000426000
192147000000000,Borregos Soccer CCM,School Sports Team,0.000149000
189750000000,"Centro de Lenguas, TEC de Monterrey, Campus Ciudad de México",Education,0.000157000
413076000000000,Ingeniería en Producción Musical Digital (IMI) - Tec de Monterrey CCM,School,0.000186000
228207000000000,Compañía de Danza Folklórica Mexicana del Tecnológico de Monterrey CCM,School,0.000213000
288470000000000,LCMD Comunicación y Medios Digitales TEC CCM,Education,0.000172000
63317898464,Concepto Radial,Radio Station,0.000316000
211695000000000,Solben,Energy,0.000360000
155637000000000,CCM Prepa Tec,Education,0.000903000
158808000000000,Consejo de Acciones por Mexico (CAM),Non-Profit Organization,0.000487000
130720000000000,Territorio Tec,Product/Service,0.000246000
243632000000000,Escuela de Ingeniería y TI del Tecnológico de Monterrey Campus Monterrey,Education,0.000514000
184173000000000,Prepa Tec Deportes,School Sports Team,0.000160000
236856000000000,PrepaTec Monterrey,Education,0.000946000
1408470000000000,Innovación Educativa del Tecnológico de Monterrey,Education,0.000597000
475087000000000,En Vivo desde el MET de Nueva York - Auditorio Luis Elizondo,Performance Venue,0.000611000
455823000000000,BiblioItesm Ciudad de Mexico,Education,0.000288000
1457180000000000,Patrimonio de Nuevo León,Community Organization,0.000574000
257821000000000,Incubadora Social ITESM Chihuahua,Education,0.000152000
129000000000000,TEC DE MONTERREY CAMPUS CHIHUAHUA,University,0.000139000
189165000000000,Consejo de Sociedades de Alumnos (CSA),Government Organization,0.000612000
176630000000000,Rafael Rangel Sostmann,Public Figure,0.004155966
143998000000000,Fernando García Roel,Public Figure,0.000196000
125093000000000,Tec Mty Alerta,Software,0.000279000
187800000000000,Licenciado en Ciencias Químicas,Community,0.000135000
220091000000000,El Borrego Salvaje,Athlete,0.000892000
104506000000000,Virtual Educa,Education,0.000239000
111658000000000,Expansión,Business/Economy Website,0.001475454
402340000000000,Global Network for Advanced Management,Education Website,0.000286000
10423517786,Harvard Business Review,Publisher,0.001781257
402855000000,Foro Mundial de Negocios,Organization,0.000106000
186127000000000,Sociedad de Alumnos Emprendedores Campus Hidalgo,Local Business,0.000141000
121675000000,AEROS y Revista GEA,Education Website,0.000461000
185297000000000,SAARQ Campus Hidalgo,Local Business,0.000137000
153393000000000,"ITIC, Campus Hidalgo",Non-Profit Organization,0.000130000
229404000000000,CIE Club de Innovación Empresarial Campus Hidalgo,Education,0.000249000
100128000000000,CVC Santa Fe,Education,0.000158000
116128000000000,Jóvenes Emprendedores Itesm-CSF,University,0.000172000
99637407410,Asociación Mexicana de Internet (AMIPCI),Non-Profit Organization,0.000316000
174774000000000,Papás TEC Campus Santa Fe,Education,0.000136000
133711000000000,CENTRO DE LENGUAS TEC SANTA FE,Education,0.000136000
125875000000000,Entrepreneur en Español,Media/News Company,0.001464865
118487000000000,Premio Estudiante Emprendedor México,Organization,0.000491000
201774000000000,Encuentro de Negocios EXATEC 2011,Community,0.000127000
221723000000000,Los 100 Mejores Universitarios del DF,Education,0.000122000
184846000000000,TECNOLOGICO DE MONTERREY CAMPUS CENTRAL DE VERACRUZ,University,0.000117000
197641000000000,Radiotec Itesm Campus Aguascalientes,Radio Station,0.000117000
123839000000000,ITESM campus Toluca,University,0.000155000
95793561794,LED TEC DE MONTERREY CAMPUS PUEBLA,Non-Profit Organization,0.000117000
105577000000000,ITESM Campus Toluca,Local Business,0.000117000
107610000000000,"Tecnológico de Monterrey, Campus Puebla",School,0.000274000
106399000000000,ITESM Campus Ciudad Obregón,School,0.000149000
132702000000000,"Tecnológico de Monterrey, Campus Querétaro",University,0.000119000
108486000000000,TECNOLOGICO DE MONTERREY CAMPUS QUERETARO,University,0.000117000
227574000000000,Congreso Factor Clave Tecnologico de Monterrey Campus Queretaro,Local Business,0.000117000
105504000000000,"Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Querétaro",Interest,0.000117000
193077000000000,Tec De Monterrey Campus Puebla,Local Business,0.000165000
125812000000000,Tec de Monterrey Campus Puebla,University,0.000124000
106987000000000,Tec de Monterrey Campus Sinaloa,University,0.000117000
203355000000000,Prepa Tec Santa Fe,Education,0.000709000
148354000000000,Itesm Campus Santa Fe,Education,0.000111000
112433000000000,ITESM Campus Santa Fe,Landmark,0.000143000
113594000000000,Familia Tec,Education,0.000152000
201926000000000,G20 YES (Young Entrepreneurs Summit),Non-Profit Organization,0.000106000
173626000000000,EXATEC Aguascalientes,Education,0.000116000
297984000000000,Exatec Sinaloa,Community,0.000119000
195915000000000,EXATEC Sonorense A.C.,Non-Profit Organization,0.000208000
157798000000000,Asociación EXATEC Querétaro,Organization,0.000244000
302201000000,EXATEC CIUDAD JUÃREZ,School,0.000138000
211887000000000,Exatec Jalisco,Education,0.000281000
162633000000000,ABOGADOS EXATEC,Organization,0.000119000
164511000000,EXATEC Chihuahua,University,0.000205000
401892000000000,I2D Tec de Monterrey,Education,0.000152000
254470000000000,Universiada Nacional 2012,Organization,0.000109000
167361000000,Nueva Prensa,News/Media Website,0.000709000
289342000000000,"MAESTRÃAS EN LÃNEA DE TECNOLÓGICO DE MONTERREY, CAMPUS SINALOA",Education,0.000120000
198406000000000,RSS Graffiti,App Page,0.000185000
181200000000000,Tecnológico de Monterrey Campus Santa Fe,Education,0.001315520
136087000000000,Museo Tecnológico de Monterrey,Museum/Art Gallery,0.000425000
211220000000000,Centros Comunitarios de Aprendizaje,Education,0.000233000
228625000000000,Centro de Investigación y Tecnología Aplicada (CITA),Local Business,0.000242000
200726000000000,Tec News,TV Show,0.000378000
116428000000000,ITESM - Campus Ciudad de Mexico,University,0.000106000
111699000000000,Itesm Campus Ciudad de Mexico,School,0.000106000
101681000000000,Tec de Monterrey Campus Ciudad de Mexico,University,0.000106000
108120000000000,ITESM Campus Ciudad de México,School,0.000106000
104072000000000,InfoTec,TV Show,0.000106000
225867000000000,DAE CCM,Education,0.000694000
287722000000000,Temoa: Portal de Recursos Educativos Abiertos,Education,0.000110000
198825000000000,Opción Múltiple,TV Show,0.000282000
125041000000000,Centro de Idiomas,University,0.000213000
134647000000000,Tecnologías para la educación,University,0.000137000
168668000000000,Borregos Monterrey,School Sports Team,0.001050814
284676000000000,Oregon FIRST: FIRST Robotics Competition (FRC),Community,0.000151000
108887000000000,Team Buluk (FRC Team 3472),Education,0.000495000
258227000000000,Foro de Candidatos a la Presidencia de la República,Community,0.000182000
156724000000000,Tec De Monterrey Campus Central De Veracruz,Local Business,0.000106000
114771000000000,Difusión Cultural CDJ,Organization,0.000161000
160883000000000,DAE Campus Ciudad Juárez,Education,0.000289000
270100000000,Ingeniería Biomédica @ Tec de Monterrey,Education,0.000191000
195846000000000,Nutrición y Bienestar Integral- TEC Campus Mty,Education,0.000207000
107068000000000,Dr. Manuel Zertuche,Teacher,0.000126000
142457000000000,EXPOTEC,Non-Profit Organization,0.000482000
244855000000000,Centro Medico Zambrano Hellion,Local Business,0.000106000
284264000000000,Patrimonio Cultural del Tecnológico de Monterrey,University,0.000298000
21466516537,DIFUSION CULTURAL,Education,0.000932000
217356000000000,"Ing. en Agrobiotecnologia, TEC de Monterrey",Education,0.000154000
169988000000000,"IBN - Ing. en Bionegocios, Tecnológico de Monterrey",Education,0.000173000
115170000000000,Concentración Profesional en el Tec de Mty,Community,0.000113000
104720000000000,Panorama Tec,Product/Service,0.001055485
124283000000000,Escuela de Arquitectura Arte y Diseño - Campus Monterrey,Education,0.000457000
134789000000000,"Escuela de Negocios, Ciencias Sociales y Humanidades TEC",Education,0.000279000
116719000000000,SAIBT Monterrey - Sociedad de Alumnos de Ingeniería en Biotecnología,Biotechnology,0.000195000
220931000000000,Modalidad de Investigación,Education,0.000173000
96599902887,Universidad Tecmilenio,University,0.000819000
198899000000000,Programas Internacionales Universidad Tec Milenio,Education,0.000120000
156993000000000,"Grupos Estudiantiles - Tecnológico de Monterrey, Campus Monterrey",Education,0.000510000
190438000000000,Feria Internacional del Libro Monterrey,Non-Profit Organization,0.002513777
108422000000000,Monterrey Institute of Technology and Higher Education,University,0.000409000
176685000000000,Biblioteca Campus Monterrey,Education,0.000729000
138316000000000,Comité Ejecutivo FEITESM,Government Organization,0.001407377
119222000000000,"Programa Campus Sostenible del Tecnológico de Monterrey, Campus Monterrey",Community,0.000198000
169575000000000,CVC Campus Monterrey,Education,0.000382000
154071000000000,Consejo de Asociaciones Regionales y Extranjeras (CARE),Non-Profit Organization,0.000405000
178129000000000,Lic en Agronegocios Internacionales,Community,0.000116000
228299000000000,SAIQ Tec de Monterrey,Chemicals,0.000218000
115536000000000,ReportecMty,News/Media Website,0.000510000
271546000000000,Difusión Cultural Tec de Monterrey Campus Guadalajara,University,0.000245000
214363000000000,Revista Transferencia,Magazine,0.000256000
455754000000000,EGAP Gobierno y Politica Publica,Local Business,0.000106000
213691000000000,Rockforestation,Performance Venue,0.000135000
193036000000000,"Escuela de Biotecnología y Alimentos, TEC de Monterrey",Education,0.000282000
141969000000,"MARCO, Museo de Arte Contemporáneo de Monterrey",Museum/Art Gallery,0.001053523
33851262136,PrepaTec,School,0.001243484
356479000000,Study in Mexico - Tecnologico de Monterrey (Monterrey),Education,0.000571000
217923000000000,Hospital Zambrano Hellion TecSalud,Hospital/Clinic,0.001057710
104165000000000,Rafael Rangel Sostmann,Interest,0.000299000
769909000000000,Hult Prize ITAM,Non-Profit Organization,0.000111000
1558150000000000,Educación del Carácter  Prepa Tec,Community,0.000225000
499920000000000,Hult Prize at Tec Zona Occidente,University,0.000111000
294803000000000,PRO Magazine Monterrey,Magazine,0.000383000
1196750000000000,Zona EI,Community,0.000165000
493410000000000,Planeta-2,Society/Culture Website,0.000111000
440876000000000,Gestión Integral de la Ciudad Ayto. de Zapopan,Government Organization,0.000111000
511809000000000,Emprendimiento Social México,Community,0.000127000
1708760000000000,M&T Consulting Group,Consulting/Business Service,0.000111000
1807970000000000,Unodos Boxeo Guadalajara,Sports & Recreation,0.000111000
155082000000000,Hult Prize Foundation,Non-Profit Organization,0.000224000
551532000000000,Global Shapers Guadalajara Hub,Community,0.000211000
216271000000000,FETEC GDL,Political Organization,0.000119000
504001000000000,Asociación De Básquetbol Estudiantil Ac,Sports League,0.000325000
317612000000,Galácticos,Amateur Sports Team,0.000127000
108615000000000,Basketball,Sport,0.000127000
5941596308,Nike Basketball,Product/Service,0.001931786
8245623462,NBA,Sports League,0.003201196
114999000000,Oreo,Food/Beverages,0.000275000
64637653943,LeBron James,Athlete,0.004003657
606166000000000,Alfredo Suarez,Photographer,0.000127000
153081000000,Donald J. Trump,Public Figure,0.000159000
889308000000000,Hillary Clinton,Politician,0.000167000
6815841748,Barack Obama,Politician,0.000238000
103579000000000,Servicio Sismológico Nacional,Government Organization,0.000159000
85541918825,Atlas FC,Sports Team,0.000370000
119090000000,Chivas,Sports Team,0.000558000
555208000000000,Policía Guadalajara,Government Organization,0.000591000
457183000000000,Policía de Zapopan,Government Organization,0.000243000
273305000000,Gobierno de Jalisco,Government Organization,0.001346053
133060000000000,Gobierno de Guadalajara,Government Organization,0.002073461
85974284179,Aristóteles Sandoval,Politician,0.001236855
134514000000000,Enrique Alfaro Ramírez,Politician,0.000718000
370846000000000,Presidencia de la República,Government Organization,0.007568524
37107394336,Enrique Peña Nieto,Public Figure,0.004964737
1608560000000000,Periódicos Asociados en Red,Media/News/Publishing,0.000159000
233938000000000,"Paginas y Nombres ""verificados""",Internet/Software,0.000159000
85029477309,Gente Bien Jalisco,Magazine,0.000487000
634197000000000,Círculo Informador,Product/Service,0.000194000
120682000000000,Informatel,Media/News/Publishing,0.000165000
1429950000000000,Noticias México al Día,TV Show,0.000404000
1465510000000000,Capital Jalisco,Media/News/Publishing,0.000146000
135184000000000,Comité Olímpico Mexicano,Non-Profit Organization,0.000590000
574746000000000,Federación Mexicana de Vela,Community,0.000146000
125882000000000,APAC Colima.,School,0.000114000
399924000000000,Crececamp Colima,Non-Governmental Organization (NGO),0.000110000
208444000000000,Centro de Idiomas Tec de Monterrey - Colima,Entrepreneur,0.000110000
349340000000,TEPJF,Government Organization,0.000225000
153095000000,Revista Proceso,Media/News/Publishing,0.001114068
152635000000000,El Universal Distrito Federal,Media/News/Publishing,0.001011806
54013055680,El Universal Online,Media/News/Publishing,0.000915000
118279000000000,Derecho Internacional,Education,0.000193000
164545000000000,Coneval,Government Organization,0.000260000
962871000000000,Octavio Díaz Barriga,Teacher,0.000143000
1180940000000000,Robot Combat,Company,0.000108000
835500000000000,Premio Alma Máter,Education,0.000123000
379069000000000,Prepa Tec Campus Morelia,Education,0.000339000
1039140000000000,Centro de Vida y Carrera,Community,0.000157000
685386000000000,Servicio Social ITESM Morelia,Community Organization,0.000155000
238794000000000,Centro de Idiomas Morelia,Education,0.000376000
521218000000000,Difusión Cultural TEC de Monterrey Campus Morelia,Education,0.000272000
61924315868,Gobierno de Michoacán,Government Organization,0.000112000
303282000000000,Mi pasión por la educación - Dr. Rafael Rangel Sostmann,Book,0.003451922
212955000000000,Global Shapers,Community Organization,0.000409000
413536000000000,Debate Team,Education,0.000128000
111831000000000,Monarch-e,Education,0.000223000
1603120000000000,Grupo Ãguilas México sede Morelia,Organization,0.000186000
429038000000000,Borregos Morelia Football Americano,School Sports Team,0.000219000
609569000000000,Boostart,Organization,0.000151000
682533000000000,CNL 2015,Education,0.000203000
1469930000000000,COE Campus Morelia,Education,0.000191000
261519000000000,Centro de Vida y Carrera del Tecnológico de Monterrey,University,0.000309000
329561000000000,Festival de Música de Morelia Miguel Bernal Jiménez,Non-Profit Organization,0.000108000
703953000000000,TecMun,Organization,0.000108000
439831000000000,Blackshark Sports Marketing,Community,0.000108000
518160000000000,Sedesol,Government Organization,0.001931670
122629000000000,SRE,Government Organization,0.001552798
171384000000000,Secretaría de Educación Pública,Government Organization,0.003433814
551219000000000,Exatec Michoacán,Education,0.000318000
195138000000000,Tec de Monterrey,School,0.000129000
349480000000000,Ceddie Tec de Monterrey,Education,0.000139000
139813000000,Empleos.clarin.com,Website,0.000108000
536833000000000,Morelia Mich,Travel/Leisure,0.000108000
111384000000000,Teletón México,Non-Profit Organization,0.000435000
379084000000000,IMT Itesm Mrl,Education,0.000325000
369013000000000,Escuela de Negocios Morelia,School,0.000264000
242229000000000,ARQ Itesm Mrl,Education,0.000156000
1549650000000000,Yo soy Michoacán,Community,0.000108000
178780000000,IMJUVE Instituto Mexicano de la Juventud,Government Organization,0.003104149
297057000000000,Carlos Agredano,Teacher,0.000130000
446696000000000,Grupos Estudiantiles Campus Morelia,Education,0.000463000
374005000000000,PI Itesm Morelia,Education,0.000396000
1471800000000000,"Secretaría de Innovación, Ciencia y Desarrollo Tecnológico. Michoacán",Government Organization,0.000108000
107368000000000,Secretaría de Cultura,Government Organization,0.002150276
342685000000000,Morelia a través del tiempo,Community,0.000108000
67637129817,Festival Internacional de Cine de Morelia,Movie Theater,0.000677000
148965000000000,Morelia Invita,Society/Culture Website,0.000123000
110248000000000,"Morelia, Mexico",City,0.000134000
367122000000000,Emprendedores,Media/News/Publishing,0.000108000
147399000000,Emprendedores.News,Business/Economy Website,0.000125000
273124000000,Revista Emprendedores,Magazine,0.000225000
117133000000000,"Centro de Idiomas - Tec de Monterrey, Sede Matamoros",Education,0.000109000
240195000000,cinética Tec de Monterrey,Movie Theater,0.000146000
100688000000000,Tec de Monterrey,Local Business,0.000114000
179496000000000,Tec de Monterrey Campus Toluca,Local Business,0.000126000
185286000000000,Enactus Tec de Monterrey Campus Querétaro,Non-Profit Organization,0.000479000
498568000000000,Secundaria Tec de Monterrey Campus Chihuahua,Education,0.000144000
295568000000000,Tecnológico de Monterrey Sede Tapachula,University,0.000119000
144551000000000,"Tec de Monterrey, Campus Estado de Mexico",University,0.000130000
399495000000,Tecnológico de Monterrey Sede Tijuana,Education,0.000109000
222826000000000,LMC Tec de Monterrey Chihuahua,Education,0.000118000
131104000000000,Tecnológico de Monterrey Sede Cancún,University,0.000182000
1422100000000000,Guillermo Directorprepatec,Public Figure,0.000189000
214121000000000,Deportes Campus Morelia,School Sports Team,0.000421000
